,temperature,humidity,pm_10,pm_2_5,pm_1_0,no2_ppb,co_μg/m3
2022-06-30 03:00:00,25.62,61.06,47.5,29.0,12.5,66.78,474.38
2022-06-30 04:00:00,25.57,71.19,59.0,37.0,16.0,71.92,659.28
2022-06-30 05:00:00,26.27,72.04,64.5,39.5,16.5,61.64,758.91
2022-06-30 06:00:00,26.84,73.18,72.0,44.0,19.0,51.37,535.54
2022-06-30 07:00:00,27.88,72.23,82.0,49.5,20.5,47.95,553.09
2022-06-30 08:00:00,28.73,67.42,69.0,42.0,17.0,47.95,505.74
2022-06-30 09:00:00,31.33,48.39,65.0,40.0,16.5,18.15,457.31
2022-06-30 10:00:00,32.42,35.36,57.0,36.0,16.0,25.84,205.8
2022-06-30 11:00:00,33.53,36.92,59.0,37.5,16.5,19.18,360.59
2022-06-30 12:00:00,33.18,36.52,51.0,32.0,14.0,26.03,447.09
2022-06-30 13:00:00,33.67,37.22,44.0,28.0,12.0,33.22,414.36
2022-06-30 14:00:00,33.67,36.15,39.0,24.0,10.0,30.14,432.37
2022-06-30 15:00:00,33.43,35.94,40.5,25.0,11.0,34.93,543.55
2022-06-30 16:00:00,33.28,35.92,40.5,25.5,11.0,33.22,438.26
2022-06-30 17:00:00,32.31,42.75,45.0,28.0,12.0,54.11,593.09
2022-06-30 18:00:00,30.74,49.75,47.0,30.0,13.0,60.96,560.15
2022-06-30 19:00:00,30.44,50.65,49.5,31.0,13.5,61.3,595.53
2022-06-30 20:00:00,29.6,50.21,60.0,37.0,16.0,71.92,692.22
2022-06-30 21:00:00,28.97,50.77,57.0,35.0,15.5,75.34,723.6
2022-06-30 22:00:00,28.62,50.29,57.0,35.0,15.0,75.34,920.36
2022-06-30 23:00:00,28.14,51.56,53.0,33.0,14.0,73.63,671.48
2022-07-01 00:00:00,27.5,50.31,49.0,30.0,13.0,58.22,477.32
2022-07-01 01:00:00,27.23,51.15,51.0,32.0,14.0,54.79,440.14
2022-07-01 02:00:00,26.69,53.46,53.0,33.0,14.0,61.64,474.65
2022-07-01 03:00:00,26.21,60.11,72.0,44.0,19.0,68.49,607.96
2022-07-01 04:00:00,26.53,57.24,71.0,44.0,19.0,61.64,756.28
2022-07-01 05:00:00,27.26,60.31,75.0,46.0,20.0,65.07,734.42
2022-07-01 06:00:00,27.99,59.59,77.0,47.0,20.0,58.22,613.66
2022-07-01 07:00:00,27.79,82.12,100.0,61.0,26.0,75.34,600.1
2022-07-01 08:00:00,29.39,67.73,83.0,51.0,22.0,47.95,478.7
2022-07-01 09:00:00,30.71,51.04,60.0,37.0,16.0,19.18,328.26
2022-07-01 10:00:00,31.09,50.11,56.0,35.0,15.0,28.77,408.13
2022-07-01 11:00:00,31.56,51.98,55.0,35.0,15.0,32.88,397.55
2022-07-01 12:00:00,32.08,51.37,54.0,34.0,15.0,30.82,350.06
2022-07-01 13:00:00,31.35,53.65,52.0,33.0,14.0,44.52,418.79
2022-07-01 14:00:00,31.33,55.9,57.0,36.0,16.0,51.37,407.87
2022-07-01 15:00:00,30.82,57.82,48.0,30.0,13.0,47.95,437.46
2022-07-01 16:00:00,31.03,60.83,43.0,27.0,12.0,52.74,504.37
2022-07-01 17:00:00,31.81,43.88,42.0,26.0,11.0,25.34,382.32
2022-07-01 18:00:00,32.02,39.68,40.0,25.0,11.0,21.92,392.35
2022-07-01 19:00:00,30.9,46.11,45.0,28.0,12.0,47.26,515.09
2022-07-01 20:00:00,29.92,70.41,51.0,31.0,13.0,85.62,589.65
2022-07-01 21:00:00,29.57,61.22,61.0,38.0,17.0,61.64,539.09
2022-07-01 22:00:00,28.97,61.09,61.0,38.0,16.0,68.49,772.52
2022-07-01 23:00:00,28.07,57.03,51.0,31.0,14.0,61.64,648.14
2022-07-02 00:00:00,27.45,56.1,52.0,32.0,14.0,54.79,535.78
2022-07-02 01:00:00,27.06,55.33,46.0,28.5,12.0,56.51,428.63
2022-07-02 02:00:00,26.33,60.34,55.5,34.5,15.0,61.64,485.88
2022-07-02 03:00:00,25.71,64.9,55.0,34.0,14.0,65.07,472.54
2022-07-02 04:00:00,25.92,71.08,76.5,46.5,19.5,63.36,571.09
2022-07-02 05:00:00,26.43,70.12,74.5,45.5,19.0,58.22,609.18
2022-07-02 06:00:00,27.25,68.3,89.5,55.0,23.0,53.08,544.34
2022-07-02 07:00:00,28.55,65.79,86.0,52.0,22.0,46.23,485.27
2022-07-02 08:00:00,31.58,52.04,74.5,45.0,19.5,20.89,378.0
2022-07-02 09:00:00,31.64,58.41,76.0,46.5,20.0,40.75,441.57
2022-07-02 10:00:00,32.11,55.54,74.0,46.0,20.0,38.36,364.54
2022-07-02 11:00:00,32.68,49.04,72.5,45.0,19.0,30.14,357.52
2022-07-02 12:00:00,33.03,51.28,63.5,39.5,17.0,34.93,444.72
2022-07-02 13:00:00,33.93,44.03,65.0,40.5,17.5,17.81,289.34
2022-07-02 14:00:00,34.41,41.6,59.5,37.0,16.0,22.6,367.55
2022-07-02 15:00:00,34.06,42.52,59.5,37.5,16.0,28.08,426.08
2022-07-02 16:00:00,33.84,42.25,56.5,35.0,15.0,30.14,401.65
2022-07-02 17:00:00,33.51,47.14,55.0,34.0,15.0,52.05,516.97
2022-07-02 18:00:00,32.01,53.47,53.5,32.5,14.5,52.74,471.63
2022-07-02 19:00:00,31.18,50.75,62.0,38.0,16.0,42.47,434.17
2022-07-02 20:00:00,31.24,47.95,60.0,37.0,16.0,44.52,460.41
2022-07-02 21:00:00,30.85,46.05,63.0,39.0,17.0,37.67,488.28
2022-07-02 22:00:00,29.72,46.52,55.0,34.0,14.5,58.22,514.5
2022-07-02 23:00:00,29.78,49.27,56.0,34.0,14.0,51.37,378.32
2022-07-03 00:00:00,30.3,49.35,60.5,37.5,16.0,44.52,397.27
2022-07-03 01:00:00,28.66,69.86,72.0,43.5,18.0,70.21,489.86
2022-07-03 02:00:00,28.07,69.03,72.0,44.0,18.0,58.22,392.46
2022-07-03 03:00:00,27.42,69.07,66.0,40.0,16.5,65.07,388.31
2022-07-03 04:00:00,26.44,84.26,76.0,45.0,18.0,61.64,356.57
2022-07-03 05:00:00,26.67,82.17,75.0,44.0,17.5,56.51,349.42
2022-07-03 06:00:00,27.31,77.17,75.0,45.0,18.0,44.52,302.39
2022-07-03 07:00:00,28.84,61.72,57.0,34.0,14.0,34.25,238.49
2022-07-03 08:00:00,29.81,57.65,48.0,29.0,12.0,34.25,228.83
2022-07-03 09:00:00,30.48,57.47,50.0,30.0,13.0,34.93,214.7
2022-07-03 10:00:00,31.49,52.32,50.5,31.0,13.0,27.4,269.47
2022-07-03 11:00:00,32.78,48.75,53.5,33.0,14.0,26.03,224.35
2022-07-03 12:00:00,32.24,50.72,57.0,34.5,14.0,40.75,326.01
2022-07-03 13:00:00,33.55,44.14,49.0,30.0,13.0,21.92,285.99
2022-07-03 14:00:00,32.92,46.4,46.0,28.0,12.0,33.22,283.65
2022-07-03 15:00:00,32.72,44.92,47.0,29.0,12.5,30.82,251.24
2022-07-03 16:00:00,32.98,39.81,45.0,28.0,12.0,30.14,292.34
2022-07-03 17:00:00,32.83,38.3,38.5,23.5,10.0,26.71,300.2
2022-07-03 18:00:00,32.38,34.78,33.0,20.0,9.0,24.66,278.38
2022-07-03 19:00:00,31.06,37.35,39.0,24.0,10.0,41.78,410.63
2022-07-03 20:00:00,30.87,39.48,51.0,31.0,13.0,54.11,526.65
2022-07-03 21:00:00,30.5,48.78,53.0,33.0,14.0,62.67,583.52
2022-07-03 22:00:00,29.28,46.57,58.0,36.0,15.0,75.34,751.1
2022-07-03 23:00:00,29.33,45.56,57.0,35.0,15.0,61.64,518.98
2022-07-04 00:00:00,28.63,58.09,65.0,40.0,17.0,58.22,417.99
2022-07-04 01:00:00,27.45,57.44,58.5,35.5,15.0,51.37,407.86
2022-07-04 02:00:00,28.23,41.98,27.0,16.5,7.0,32.53,205.08
2022-07-04 03:00:00,27.64,43.66,28.5,18.0,8.0,47.95,266.09
2022-07-04 04:00:00,26.76,47.97,35.0,21.5,9.0,66.78,401.15
2022-07-04 05:00:00,27.33,54.23,39.0,24.0,11.0,71.92,527.95
2022-07-04 06:00:00,27.99,52.34,40.0,25.0,10.0,65.07,467.59
2022-07-04 07:00:00,28.78,57.32,35.0,21.0,8.0,58.22,391.93
2022-07-04 08:00:00,29.45,55.14,28.0,17.0,7.0,54.79,398.93
2022-07-04 09:00:00,30.8,52.54,35.0,21.0,9.0,43.15,358.62
2022-07-04 10:00:00,31.5,51.85,44.0,27.5,12.0,44.52,298.5
2022-07-04 11:00:00,31.05,59.0,46.0,29.0,13.0,58.9,391.33
2022-07-04 12:00:00,32.16,51.28,49.0,30.0,13.0,43.84,305.88
2022-07-04 13:00:00,32.55,47.72,49.0,30.0,13.0,35.62,475.05
2022-07-04 14:00:00,31.98,50.19,44.5,27.5,12.0,40.75,359.41
2022-07-04 15:00:00,32.72,41.74,48.0,30.0,13.0,27.4,393.31
2022-07-04 16:00:00,31.97,44.45,44.5,28.0,12.0,35.62,311.88
2022-07-04 17:00:00,32.09,42.48,44.5,28.0,12.0,36.3,336.81
2022-07-04 18:00:00,31.73,41.44,44.0,27.0,11.0,36.99,373.62
2022-07-04 19:00:00,31.09,41.86,42.0,26.0,11.0,45.55,443.01
2022-07-04 20:00:00,29.87,44.4,45.0,27.0,12.0,68.49,512.8
2022-07-04 21:00:00,29.78,45.89,43.0,26.0,11.0,61.64,460.39
2022-07-04 22:00:00,28.87,61.51,32.0,20.0,8.0,78.77,439.53
2022-07-04 23:00:00,28.92,61.01,34.5,21.5,9.0,68.49,466.0
2022-07-05 00:00:00,28.42,60.21,35.0,21.0,9.0,56.51,404.4
2022-07-05 01:00:00,27.96,50.76,24.0,15.0,6.0,34.25,246.38
2022-07-05 02:00:00,27.3,41.52,23.0,14.0,6.0,34.25,207.72
2022-07-05 03:00:00,26.32,43.24,27.0,17.0,8.0,58.22,335.52
2022-07-05 04:00:00,26.11,56.07,35.0,22.0,9.0,78.77,655.46
2022-07-05 05:00:00,26.55,56.26,38.5,23.5,10.0,70.21,812.57
2022-07-05 06:00:00,27.38,58.45,35.0,21.0,9.0,61.64,370.66
2022-07-05 07:00:00,28.65,54.93,29.0,17.0,7.0,51.37,382.62
2022-07-05 08:00:00,29.01,55.81,32.0,20.0,9.0,54.79,344.78
2022-07-05 09:00:00,29.41,54.79,29.0,18.0,8.0,56.51,365.94
2022-07-05 10:00:00,30.16,51.9,28.0,17.5,7.5,41.78,301.77
2022-07-05 11:00:00,30.55,49.73,27.0,17.0,7.0,36.99,330.99
2022-07-05 12:00:00,31.05,45.55,28.0,17.0,8.0,34.93,220.93
2022-07-05 13:00:00,31.29,44.98,28.0,18.0,8.0,34.25,329.5
2022-07-05 14:00:00,32.28,43.48,29.0,18.0,8.0,32.19,309.16
2022-07-05 15:00:00,33.22,41.07,29.0,18.0,8.0,27.4,360.26
2022-07-05 16:00:00,32.6,45.39,33.0,20.0,9.0,41.1,363.88
2022-07-05 17:00:00,32.36,40.15,34.0,21.0,9.0,31.51,312.24
2022-07-05 18:00:00,32.0,37.37,33.5,20.5,9.0,31.85,422.22
2022-07-05 19:00:00,31.39,38.51,31.5,19.5,8.0,38.7,457.2
2022-07-05 20:00:00,29.9,43.2,40.0,24.5,10.5,70.21,582.49
2022-07-05 21:00:00,29.61,45.26,40.0,25.0,11.0,65.07,502.83
2022-07-05 22:00:00,29.35,44.0,35.0,21.5,9.0,54.79,389.13
2022-07-05 23:00:00,29.6,42.32,29.5,18.0,7.0,47.95,311.29
2022-07-06 00:00:00,29.18,42.39,33.0,20.0,8.0,51.37,297.49
2022-07-06 01:00:00,26.78,54.63,20.0,12.0,5.0,65.07,342.19
2022-07-06 02:00:00,27.64,49.76,28.0,17.0,7.0,58.22,273.2
2022-07-06 03:00:00,27.54,48.83,28.0,16.5,7.0,54.79,259.03
2022-07-06 04:00:00,27.01,53.11,34.0,20.0,8.0,58.22,320.27
2022-07-06 05:00:00,27.59,52.43,31.5,18.5,7.5,58.22,342.32
2022-07-06 06:00:00,28.38,50.1,30.0,18.0,7.0,51.37,299.21
2022-07-06 07:00:00,30.24,44.99,30.0,18.0,7.0,29.45,230.67
2022-07-06 08:00:00,31.81,39.83,28.0,17.0,7.0,19.18,236.44
2022-07-06 09:00:00,32.78,37.23,24.0,14.0,6.0,16.44,133.02
2022-07-06 10:00:00,33.49,38.63,32.0,20.0,8.0,19.86,206.6
2022-07-06 11:00:00,34.89,35.62,35.0,21.0,9.0,7.53,108.87
2022-07-06 12:00:00,35.98,30.93,25.0,15.0,6.0,2.05,230.74
2022-07-06 13:00:00,36.61,27.85,20.0,12.0,4.0,1.37,229.7
2022-07-06 14:00:00,36.17,27.71,22.0,14.0,5.0,7.53,199.66
2022-07-06 15:00:00,36.32,27.06,21.0,12.0,5.0,2.74,194.85
2022-07-06 16:00:00,35.99,27.96,23.0,14.0,6.0,11.64,261.63
2022-07-06 17:00:00,32.12,55.92,37.0,23.0,10.0,89.73,695.82
2022-07-06 18:00:00,30.65,56.94,41.0,25.0,10.0,78.08,636.06
2022-07-06 19:00:00,29.67,56.46,42.0,25.0,10.0,71.92,547.17
2022-07-06 20:00:00,29.23,57.02,48.5,29.5,12.5,68.49,449.46
2022-07-06 21:00:00,28.62,58.31,49.0,30.0,12.0,68.49,525.77
2022-07-06 22:00:00,28.54,59.8,52.0,32.0,13.5,73.63,561.86
2022-07-06 23:00:00,28.75,36.77,36.0,23.0,10.0,17.12,117.09
2022-07-07 00:00:00,27.76,38.27,35.0,21.0,9.0,34.25,178.5
2022-07-07 01:00:00,27.25,40.41,32.0,20.0,9.0,47.95,222.97
2022-07-07 02:00:00,26.48,42.25,34.0,21.0,9.0,51.37,242.86
2022-07-07 03:00:00,26.15,44.61,34.0,21.0,9.0,58.22,259.9
2022-07-07 04:00:00,25.86,46.08,29.0,18.0,7.0,58.22,280.75
2022-07-07 05:00:00,26.99,43.59,21.0,13.0,5.0,54.79,283.14
2022-07-07 06:00:00,27.48,42.61,18.0,11.0,5.0,51.37,270.55
2022-07-07 07:00:00,29.42,35.88,17.0,10.0,4.0,34.25,196.1
2022-07-07 08:00:00,31.25,32.04,16.0,10.0,4.0,13.01,194.5
2022-07-07 09:00:00,31.92,30.37,17.0,10.0,4.0,8.9,153.77
2022-07-07 10:00:00,32.99,28.2,16.0,10.0,4.0,14.38,243.13
2022-07-07 11:00:00,33.84,26.86,16.0,10.0,4.0,5.48,170.39
2022-07-07 12:00:00,34.48,24.61,17.0,10.0,4.0,11.07,193.68
2022-07-07 13:00:00,35.62,22.86,16.0,10.0,4.0,13.66,215.34
2022-07-07 14:00:00,35.57,19.7,14.0,9.0,4.0,13.15,192.21
2022-07-07 15:00:00,35.8,18.75,14.0,9.0,4.0,13.25,207.4
2022-07-07 16:00:00,35.42,19.55,16.0,10.0,4.0,0.68,215.36
2022-07-07 17:00:00,35.47,19.84,17.0,10.0,4.0,6.16,288.86
2022-07-07 18:00:00,33.99,20.66,18.0,11.0,5.0,13.01,328.21
2022-07-07 19:00:00,32.01,23.32,22.0,14.0,6.0,32.19,455.67
2022-07-07 20:00:00,31.26,24.11,22.0,13.5,6.0,30.82,359.55
2022-07-07 21:00:00,29.42,28.17,29.0,18.0,8.0,68.49,624.03
2022-07-07 22:00:00,28.46,31.87,33.0,20.0,9.0,82.19,795.79
2022-07-07 23:00:00,28.83,38.06,45.0,28.0,12.0,78.77,743.39
2022-07-08 00:00:00,27.42,48.55,40.5,25.0,11.0,82.19,696.4
2022-07-08 01:00:00,26.85,44.98,38.5,23.5,10.0,61.64,521.63
2022-07-08 02:00:00,27.1,49.94,39.5,24.5,10.5,54.79,359.53
2022-07-08 03:00:00,26.34,57.01,43.0,26.0,11.0,68.49,360.45
2022-07-08 04:00:00,26.56,58.22,47.0,29.0,12.0,65.07,376.16
2022-07-08 05:00:00,27.65,54.57,55.0,33.0,14.0,65.07,552.04
2022-07-08 06:00:00,27.37,57.54,51.0,30.0,13.0,61.64,370.89
2022-07-08 07:00:00,27.52,64.87,61.0,37.0,16.0,68.49,373.32
2022-07-08 08:00:00,29.46,54.53,62.0,38.0,16.0,51.37,334.93
2022-07-08 09:00:00,29.26,57.51,64.0,40.0,17.0,54.79,425.46
2022-07-08 10:00:00,28.64,63.51,65.0,40.0,17.0,68.49,388.11
2022-07-08 11:00:00,26.84,69.51,71.0,44.0,18.0,82.19,490.46
2022-07-08 12:00:00,25.73,82.45,67.0,40.0,16.0,71.92,507.44
2022-07-08 13:00:00,26.65,66.13,53.0,32.0,13.0,54.79,240.29
2022-07-08 14:00:00,27.66,66.46,58.0,35.0,14.0,54.79,333.36
2022-07-08 15:00:00,28.25,60.55,67.5,41.0,17.0,49.66,433.06
2022-07-08 16:00:00,20.39,90.17,28.0,17.0,7.0,75.34,300.77
2022-07-08 17:00:00,22.29,80.43,18.0,11.0,4.0,65.07,291.27
2022-07-08 18:00:00,23.6,75.31,28.0,17.0,7.0,58.22,346.19
2022-07-08 19:00:00,22.96,78.33,29.0,17.5,6.5,59.93,293.59
2022-07-08 20:00:00,21.72,96.57,28.0,17.0,7.0,68.49,340.59
2022-07-08 21:00:00,21.51,100.0,36.0,21.0,8.0,68.49,396.97
2022-07-08 22:00:00,20.77,100.0,35.0,21.0,8.0,68.49,364.41
2022-07-08 23:00:00,20.53,90.23,16.5,10.0,4.0,54.79,202.2
2022-07-09 00:00:00,20.89,92.71,18.5,11.0,4.5,58.22,217.06
2022-07-09 01:00:00,20.23,93.52,14.5,8.5,3.5,58.22,209.42
2022-07-09 02:00:00,20.82,87.04,11.5,6.5,2.0,54.79,195.76
2022-07-09 03:00:00,20.8,88.98,15.0,8.0,3.0,58.22,180.11
2022-07-09 04:00:00,19.95,100.0,26.0,15.0,6.0,68.49,283.81
2022-07-09 05:00:00,19.96,100.0,30.0,18.0,7.0,61.64,291.94
2022-07-09 06:00:00,20.09,100.0,35.0,21.0,8.0,61.64,288.35
2022-07-09 07:00:00,20.18,100.0,35.0,21.0,8.0,61.64,266.22
2022-07-09 08:00:00,20.41,100.0,33.0,19.5,7.5,58.22,287.53
2022-07-09 09:00:00,20.39,100.0,36.5,21.0,8.0,59.93,328.04
2022-07-09 10:00:00,21.62,100.0,41.0,25.0,10.0,54.79,314.02
2022-07-09 11:00:00,21.72,100.0,43.5,25.5,10.5,58.22,319.78
2022-07-09 12:00:00,21.46,100.0,42.0,25.0,10.0,54.79,309.05
2022-07-09 13:00:00,22.04,94.59,23.5,14.0,5.5,47.95,244.02
2022-07-09 14:00:00,22.64,87.15,17.5,10.5,4.0,41.1,227.41
2022-07-09 15:00:00,22.35,80.07,13.0,8.0,3.0,41.1,200.56
2022-07-09 16:00:00,21.7,78.01,5.5,3.0,1.0,47.95,199.3
2022-07-09 17:00:00,21.41,77.48,4.0,2.0,0.5,49.66,226.01
2022-07-09 18:00:00,21.04,78.03,7.0,4.0,1.0,54.79,224.03
2022-07-09 19:00:00,20.84,79.63,11.0,6.5,2.5,54.79,246.85
2022-07-09 20:00:00,20.91,77.79,15.0,9.0,3.0,54.79,237.09
2022-07-09 21:00:00,21.23,75.5,20.0,12.0,5.0,54.79,234.46
2022-07-09 22:00:00,21.5,74.13,24.0,14.0,6.0,54.79,335.75
2022-07-09 23:00:00,21.71,71.26,26.0,15.0,6.0,51.37,223.68
2022-07-10 00:00:00,21.68,70.05,33.5,20.0,8.0,49.66,206.41
2022-07-10 01:00:00,21.48,68.98,47.0,28.0,11.0,51.37,324.09
2022-07-10 02:00:00,21.32,70.43,51.5,30.5,12.0,53.08,207.62
2022-07-10 03:00:00,21.1,70.55,47.0,28.0,11.0,51.37,222.7
2022-07-10 04:00:00,21.43,67.53,47.0,28.0,11.0,49.66,216.74
2022-07-10 05:00:00,21.63,66.89,46.0,27.5,11.5,49.66,220.68
2022-07-10 06:00:00,22.64,63.17,49.0,29.0,12.0,47.95,196.26
2022-07-10 07:00:00,24.62,57.57,43.0,26.5,11.0,41.1,204.04
2022-07-10 08:00:00,26.63,50.32,41.0,25.5,11.0,29.11,192.76
2022-07-10 09:00:00,28.25,42.58,35.5,21.5,9.0,25.68,151.4
2022-07-10 10:00:00,29.05,40.03,34.0,21.0,9.0,30.82,187.93
2022-07-10 11:00:00,29.87,37.83,32.0,20.0,8.0,27.4,238.48
2022-07-10 12:00:00,31.25,36.15,37.0,23.0,9.5,27.4,214.07
2022-07-10 13:00:00,31.61,34.24,33.0,20.5,9.0,24.66,182.48
2022-07-10 14:00:00,31.12,35.38,34.0,21.0,9.0,31.51,284.13
2022-07-10 15:00:00,31.79,32.29,28.0,18.0,8.0,26.71,198.93
2022-07-10 16:00:00,30.55,44.62,39.0,24.0,10.0,58.9,414.37
2022-07-10 17:00:00,31.38,31.33,28.0,17.0,7.0,21.92,195.8
2022-07-10 18:00:00,30.35,32.93,20.0,12.0,5.0,28.08,261.32
2022-07-10 19:00:00,28.11,34.29,14.0,9.0,4.0,51.37,289.33
2022-07-10 20:00:00,27.49,36.05,15.0,9.0,4.0,54.79,273.41
2022-07-10 21:00:00,26.72,38.23,15.0,9.0,4.0,54.79,270.63
2022-07-10 22:00:00,26.03,40.79,18.0,11.0,5.0,58.22,270.65
2022-07-10 23:00:00,25.0,44.95,22.0,13.0,6.0,58.22,274.75
2022-07-11 00:00:00,24.27,47.55,25.5,15.5,6.5,58.22,257.0
2022-07-11 01:00:00,23.96,44.37,22.0,14.0,6.0,51.37,199.19
2022-07-11 02:00:00,23.1,47.03,19.0,11.5,5.0,51.37,211.91
2022-07-11 03:00:00,22.68,46.98,16.5,10.0,4.0,54.79,203.57
2022-07-11 04:00:00,22.15,48.78,17.0,11.0,4.0,54.79,219.52
2022-07-11 05:00:00,23.24,46.2,18.0,11.0,4.0,51.37,262.79
2022-07-11 06:00:00,24.21,43.99,16.0,10.0,4.0,47.95,202.81
2022-07-11 07:00:00,26.08,41.79,16.0,10.0,4.0,41.1,219.11
2022-07-11 08:00:00,27.76,36.0,13.0,8.0,3.0,30.82,170.97
2022-07-11 09:00:00,28.47,33.55,13.0,8.0,3.0,30.82,156.93
2022-07-11 10:00:00,29.85,30.27,13.0,8.0,3.0,30.82,108.97
2022-07-11 11:00:00,30.5,28.23,12.0,7.0,3.0,12.33,111.08
2022-07-11 12:00:00,31.44,26.56,13.0,8.0,3.0,14.38,194.25
2022-07-11 13:00:00,31.09,24.83,12.0,8.0,3.0,19.18,224.7
2022-07-11 14:00:00,31.53,24.19,12.0,8.0,3.0,19.18,175.32
2022-07-11 15:00:00,31.39,24.45,10.0,6.0,2.0,22.6,270.33
2022-07-11 16:00:00,31.07,25.09,13.0,8.0,3.0,26.03,241.45
2022-07-11 17:00:00,31.65,24.47,13.0,8.0,3.0,26.03,233.22
2022-07-11 18:00:00,29.65,27.98,13.0,8.0,3.0,51.37,303.49
2022-07-11 19:00:00,28.21,31.18,13.0,8.0,3.0,58.22,328.14
2022-07-11 20:00:00,27.18,33.5,16.0,10.0,4.0,54.79,310.26
2022-07-11 21:00:00,26.13,34.73,13.5,8.0,3.0,54.79,279.67
2022-07-11 22:00:00,25.59,35.22,12.0,7.0,3.0,51.37,256.87
2022-07-11 23:00:00,24.35,37.94,13.0,8.0,3.0,53.08,254.03
2022-07-12 00:00:00,23.86,37.45,14.0,9.0,4.0,51.37,232.01
2022-07-12 01:00:00,23.61,37.26,17.0,10.0,4.0,47.95,205.92
2022-07-12 02:00:00,22.61,38.64,17.0,11.0,5.0,47.95,200.33
2022-07-12 03:00:00,22.18,40.3,18.0,11.0,5.0,51.37,202.34
2022-07-12 04:00:00,21.75,40.89,20.5,13.0,5.5,51.37,211.89
2022-07-12 05:00:00,22.35,38.59,18.5,12.0,5.0,44.52,202.37
2022-07-12 06:00:00,22.62,36.63,17.5,11.0,5.0,44.52,182.46
2022-07-12 07:00:00,25.04,33.55,18.0,11.0,4.5,37.67,173.83
2022-07-12 08:00:00,26.71,31.94,17.0,10.5,4.5,34.25,158.64
2022-07-12 09:00:00,28.1,28.09,14.0,9.0,4.0,30.82,119.14
2022-07-12 10:00:00,28.97,26.88,15.0,9.0,4.0,27.4,110.6
2022-07-12 11:00:00,28.37,27.86,18.0,11.0,5.0,44.52,183.54
2022-07-12 12:00:00,30.41,26.49,19.0,12.0,5.0,17.81,162.29
2022-07-12 13:00:00,31.35,26.01,19.0,12.0,5.0,28.08,279.02
2022-07-12 14:00:00,31.14,25.41,16.0,9.0,4.0,22.6,220.76
2022-07-12 15:00:00,31.26,25.16,14.0,8.5,3.5,20.89,207.15
2022-07-12 16:00:00,30.76,24.11,11.0,7.0,3.0,17.12,190.62
2022-07-12 17:00:00,30.17,24.67,16.0,10.0,4.0,26.03,241.03
2022-07-12 18:00:00,29.42,26.79,23.0,15.0,6.0,51.37,279.37
2022-07-12 19:00:00,27.73,28.27,24.0,15.0,6.0,54.79,301.75
2022-07-12 20:00:00,26.88,29.88,24.0,15.0,7.0,54.79,282.45
2022-07-12 21:00:00,25.91,31.52,19.0,12.0,5.0,51.37,250.1
2022-07-12 22:00:00,25.06,34.46,18.0,11.0,5.0,54.79,256.9
2022-07-12 23:00:00,24.58,32.89,15.0,9.0,4.0,47.95,216.8
2022-07-13 00:00:00,23.87,34.91,15.0,9.0,4.0,51.37,225.6
2022-07-13 01:00:00,23.86,32.92,17.0,10.0,4.0,47.95,188.61
2022-07-13 02:00:00,23.68,33.42,19.0,11.5,5.0,49.66,182.93
2022-07-13 03:00:00,22.86,34.97,20.0,13.0,5.0,54.79,203.85
2022-07-13 04:00:00,22.39,37.34,18.0,11.0,5.0,54.79,225.39
2022-07-13 05:00:00,23.13,36.3,19.0,12.0,5.0,47.95,228.24
2022-07-13 06:00:00,24.1,35.7,20.0,13.0,5.0,47.95,232.18
2022-07-13 07:00:00,25.71,32.64,22.0,14.0,6.0,44.52,212.69
2022-07-13 08:00:00,26.97,31.35,20.0,12.0,5.0,41.1,179.51
2022-07-13 09:00:00,27.42,30.7,22.5,14.0,6.0,41.1,196.64
2022-07-13 10:00:00,28.78,26.78,21.0,13.0,6.0,39.38,161.7
2022-07-13 11:00:00,28.37,28.82,22.0,14.0,6.0,51.37,209.09
2022-07-13 12:00:00,30.26,25.36,15.5,9.0,4.0,22.95,184.39
2022-07-13 13:00:00,31.85,22.79,11.0,7.0,3.0,9.93,191.0
2022-07-13 14:00:00,31.79,21.43,10.0,6.0,2.0,8.56,161.44
2022-07-13 15:00:00,31.84,21.48,10.0,6.0,2.0,10.27,185.4
2022-07-13 16:00:00,29.42,33.53,16.0,10.0,4.0,68.49,404.63
2022-07-13 17:00:00,31.14,24.12,17.0,10.0,4.0,14.38,195.94
2022-07-13 18:00:00,29.91,25.75,15.0,9.0,4.0,37.67,259.34
2022-07-13 19:00:00,28.75,26.87,13.0,8.0,3.0,44.52,293.68
2022-07-13 20:00:00,27.93,28.66,14.0,9.0,3.0,47.95,291.8
2022-07-13 21:00:00,26.82,30.75,12.0,7.5,3.0,53.08,286.74
2022-07-13 22:00:00,26.02,31.97,11.0,7.0,3.0,51.37,273.29
2022-07-13 23:00:00,26.03,32.33,10.5,7.0,3.0,47.95,261.86
2022-07-14 00:00:00,25.97,32.75,13.0,8.0,3.0,47.95,231.61
2022-07-14 01:00:00,24.92,35.68,17.0,10.0,4.0,51.37,268.08
2022-07-14 02:00:00,24.3,36.91,17.0,11.0,5.0,51.37,242.25
2022-07-14 03:00:00,23.59,39.27,23.0,14.0,6.0,54.79,336.22
2022-07-14 04:00:00,23.82,38.81,21.0,14.0,6.0,54.79,322.12
2022-07-14 05:00:00,24.87,37.54,21.0,13.0,6.0,44.52,278.66
2022-07-14 06:00:00,26.26,34.93,22.0,14.0,6.0,41.1,224.76
